student_code,university_code,company_code,role_title,channel_name,date_key,is_placed,ctc_lpa,interview_rounds,offers_received,days_to_offer
STU002161,UNI028,CMP013,Software Engineer,On-Campus,20230115,1,16.34,2,1,69.0
STU002162,UNI013,CMP054,Product Analyst,Job Portal,20230315,1,13.44,2,1,42.0
STU002163,UNI020,CMP010,Systems Engineer,Job Portal,20230115,1,10.41,5,2,27.0
STU002164,UNI016,CMP006,Data Scientist,Recruitment Agency,20220815,1,25.63,3,2,55.0
STU002165,UNI025,,,Job Portal,20230415,0,,0,0,
STU002166,UNI030,CMP076,ML Engineer,Job Portal,20230315,1,20.28,4,2,57.0
STU002167,UNI018,CMP063,Business Analyst,Job Portal,20221115,1,15.62,4,1,37.0
STU002168,UNI013,CMP003,Systems Engineer,On-Campus,20221015,1,6.11,5,1,18.0
STU002169,UNI027,CMP015,ML Engineer,On-Campus,20230315,1,24.02,2,2,84.0
STU002170,UNI022,,,Direct Application,20220815,0,,1,0,
STU002171,UNI026,CMP044,QA Engineer,On-Campus,20220815,1,35.81,3,1,70.0
STU002172,UNI011,CMP001,Frontend Engineer,Recruitment Agency,20230215,1,9.14,4,3,17.0
STU002173,UNI019,CMP064,ML Engineer,Job Portal,20230315,1,47.75,3,1,19.0
STU002174,UNI014,CMP036,Financial Analyst,Recruitment Agency,20220815,1,34.01,5,1,90.0
STU002175,UNI014,,,On-Campus,20230415,0,,2,0,
STU002176,UNI027,CMP052,Data Analyst,Recruitment Agency,20221215,1,14.97,5,1,41.0
STU002177,UNI006,,,Recruitment Agency,20230215,0,,1,0,
STU002178,UNI019,CMP006,Systems Engineer,Direct Application,20230115,1,27.07,4,3,58.0
STU002179,UNI024,CMP023,Data Scientist,Job Portal,20230115,1,23.61,2,1,72.0
STU002180,UNI026,CMP034,Financial Analyst,Recruitment Agency,20230315,1,48.98,4,1,81.0
STU002181,UNI003,CMP044,Cloud Engineer,Direct Application,20220915,1,35.93,1,1,82.0
STU002182,UNI020,,,Job Portal,20220815,0,,1,0,
STU002183,UNI020,,,Job Portal,20230415,0,,2,0,
STU002184,UNI011,CMP053,Business Analyst,Job Portal,20221115,1,6.57,3,1,34.0
STU002185,UNI022,,,Recruitment Agency,20221215,0,,1,0,
STU002186,UNI003,CMP032,Software Engineer,Recruitment Agency,20230415,1,31.33,4,2,48.0
STU002187,UNI012,,,Referral,20221115,0,,0,0,
STU002188,UNI001,,,Job Portal,20230415,0,,1,0,
STU002189,UNI026,,,Job Portal,20221215,0,,2,0,
STU002190,UNI025,,,On-Campus,20220915,0,,1,0,
STU002191,UNI016,CMP030,Product Analyst,Recruitment Agency,20230415,1,17.85,3,2,71.0
STU002192,UNI015,CMP050,Consultant,Job Portal,20230415,1,10.61,1,2,73.0
STU002193,UNI010,,,Recruitment Agency,20230115,0,,2,0,
STU002194,UNI010,CMP065,Design Engineer,Recruitment Agency,20221215,1,6.99,5,1,39.0
STU002195,UNI002,CMP049,Financial Analyst,Recruitment Agency,20230315,1,22.9,1,1,10.0
STU002196,UNI024,,,On-Campus,20221115,0,,0,0,
STU002197,UNI028,CMP071,Operations Associate,Direct Application,20221015,1,11.97,2,1,69.0
STU002198,UNI009,,,Direct Application,20221015,0,,0,0,
STU002199,UNI016,CMP050,Product Analyst,Referral,20220815,1,10.73,5,1,49.0
STU002200,UNI013,CMP067,QA Engineer,On-Campus,20230415,1,17.33,3,2,21.0
STU002201,UNI027,,,Recruitment Agency,20230115,0,,0,0,
STU002202,UNI013,CMP046,Software Engineer,Direct Application,20220815,1,18.61,2,1,21.0
STU002203,UNI025,CMP011,Operations Associate,Referral,20230115,1,11.39,5,2,83.0
STU002204,UNI015,CMP017,ML Engineer,Job Portal,20220915,1,27.9,3,2,16.0
STU002205,UNI014,CMP070,Data Analyst,Direct Application,20230115,1,21.46,5,1,15.0
STU002206,UNI004,CMP069,Frontend Engineer,Recruitment Agency,20230115,1,7.29,3,1,79.0
STU002207,UNI016,CMP067,Data Scientist,On-Campus,20230315,1,18.81,3,1,19.0
STU002208,UNI021,CMP017,Software Engineer,Job Portal,20221115,1,23.45,4,1,45.0
STU002209,UNI025,CMP062,Data Analyst,Recruitment Agency,20230415,1,6.85,3,1,40.0
STU002210,UNI030,CMP021,ML Engineer,Recruitment Agency,20220915,1,21.12,3,2,15.0
STU002211,UNI022,,,Job Portal,20221015,0,,0,0,
STU002212,UNI023,CMP074,Systems Engineer,Direct Application,20221215,1,13.66,4,1,55.0
STU002213,UNI027,,,Recruitment Agency,20221215,0,,1,0,
STU002214,UNI010,CMP068,Operations Associate,Referral,20230115,1,11.29,3,2,28.0
STU002215,UNI001,,,Direct Application,20230215,0,,2,0,
STU002216,UNI011,,,Referral,20230315,0,,2,0,
STU002217,UNI013,CMP065,Product Analyst,Recruitment Agency,20230215,1,7.66,2,1,73.0
STU002218,UNI008,CMP014,Business Analyst,On-Campus,20230415,1,10.57,4,1,86.0
STU002219,UNI029,CMP055,Data Analyst,Recruitment Agency,20230315,1,33.99,1,1,13.0
STU002220,UNI023,CMP006,Product Analyst,Referral,20221015,1,19.27,5,2,51.0
STU002221,UNI024,,,Job Portal,20221015,0,,1,0,
STU002222,UNI015,CMP018,Data Analyst,Direct Application,20230115,1,38.91,2,2,94.0
STU002223,UNI004,,,On-Campus,20221115,0,,0,0,
STU002224,UNI030,,,Direct Application,20220915,0,,2,0,
STU002225,UNI023,CMP052,Financial Analyst,Direct Application,20221015,1,15.54,3,3,37.0
STU002226,UNI023,CMP073,QA Engineer,Job Portal,20220915,1,10.48,2,1,42.0
STU002227,UNI014,CMP007,Cloud Engineer,Job Portal,20230315,1,29.19,3,1,21.0
STU002228,UNI007,,,On-Campus,20230115,0,,2,0,
STU002229,UNI006,CMP062,Financial Analyst,Direct Application,20220815,1,10.8,1,1,87.0
STU002230,UNI021,CMP059,Consultant,On-Campus,20220915,1,26.31,2,1,88.0
STU002231,UNI028,CMP006,Software Engineer,On-Campus,20221215,1,22.6,5,2,22.0
STU002232,UNI001,,,Referral,20230115,0,,0,0,
STU002233,UNI019,,,Direct Application,20230115,0,,1,0,
STU002234,UNI013,CMP006,Operations Associate,Recruitment Agency,20221015,1,14.24,1,1,57.0
STU002235,UNI022,CMP001,Operations Associate,Direct Application,20230415,1,5.1,2,1,94.0
STU002236,UNI011,,,Recruitment Agency,20221115,0,,1,0,
STU002237,UNI017,,,Recruitment Agency,20220915,0,,0,0,
STU002238,UNI012,,,Job Portal,20221215,0,,1,0,
STU002239,UNI017,CMP046,Product Analyst,On-Campus,20221015,1,18.72,4,1,29.0
STU002240,UNI027,CMP071,Product Analyst,Referral,20220815,1,17.53,2,1,74.0
STU002241,UNI003,,,Recruitment Agency,20230315,0,,0,0,
STU002242,UNI020,CMP077,Product Analyst,Direct Application,20230115,1,36.06,5,2,66.0
STU002243,UNI011,CMP035,Operations Associate,Referral,20221215,1,11.0,4,1,64.0
STU002244,UNI002,CMP006,Business Analyst,On-Campus,20230115,1,21.64,3,1,76.0
STU002245,UNI019,,,Referral,20221015,0,,0,0,
STU002246,UNI022,CMP079,Frontend Engineer,Job Portal,20230115,1,13.18,1,2,71.0
STU002247,UNI008,,,On-Campus,20221015,0,,2,0,
STU002248,UNI016,CMP076,ML Engineer,Referral,20221115,1,15.22,1,1,55.0
STU002249,UNI013,CMP006,Data Analyst,Referral,20221015,1,16.61,3,1,9.0
STU002250,UNI016,CMP033,Backend Engineer,Recruitment Agency,20230215,1,18.48,2,1,59.0
STU002251,UNI022,,,Direct Application,20221115,0,,0,0,
STU002252,UNI023,CMP063,Operations Associate,On-Campus,20220815,1,15.3,2,1,71.0
STU002253,UNI030,CMP044,Financial Analyst,Job Portal,20220915,1,33.74,4,3,61.0
STU002254,UNI009,CMP042,Consultant,Recruitment Agency,20230315,1,10.65,4,2,20.0
STU002255,UNI021,CMP054,Cloud Engineer,Job Portal,20221115,1,25.12,4,1,49.0
STU002256,UNI020,,,Job Portal,20221015,0,,2,0,
STU002257,UNI019,CMP045,Financial Analyst,On-Campus,20230415,1,30.88,3,1,23.0
STU002258,UNI021,,,Job Portal,20221015,0,,1,0,
STU002259,UNI024,,,Job Portal,20230315,0,,2,0,
STU002260,UNI022,,,Job Portal,20221215,0,,0,0,
STU002261,UNI004,,,Referral,20220815,0,,0,0,
STU002262,UNI006,CMP013,Operations Associate,Direct Application,20220815,1,18.14,3,1,41.0
STU002263,UNI007,,,Recruitment Agency,20230315,0,,1,0,
STU002264,UNI028,,,Referral,20221115,0,,0,0,
STU002265,UNI012,,,Job Portal,20221015,0,,0,0,
STU002266,UNI009,,,On-Campus,20220815,0,,1,0,
STU002267,UNI023,CMP016,Business Analyst,Direct Application,20230115,1,14.0,5,1,41.0
STU002268,UNI026,CMP038,Design Engineer,Direct Application,20230215,1,12.13,1,1,14.0
STU002269,UNI019,CMP058,Cloud Engineer,On-Campus,20221115,1,29.07,5,1,11.0
STU002270,UNI018,CMP038,Business Analyst,Recruitment Agency,20230115,1,10.26,3,1,58.0
STU002271,UNI005,CMP058,Frontend Engineer,Recruitment Agency,20230315,1,40.78,1,2,61.0
STU002272,UNI010,,,Referral,20221115,0,,1,0,
STU002273,UNI013,CMP050,Design Engineer,Referral,20221215,1,8.5,2,1,76.0
STU002274,UNI022,CMP022,Financial Analyst,Referral,20230415,1,17.37,5,1,84.0
STU002275,UNI019,CMP006,Product Analyst,Referral,20230315,1,32.76,2,1,38.0
STU002276,UNI006,CMP068,Financial Analyst,Referral,20230415,1,24.61,4,1,77.0
STU002277,UNI016,,,Recruitment Agency,20221115,0,,2,0,
STU002278,UNI002,,,Direct Application,20230215,0,,1,0,
STU002279,UNI025,,,Recruitment Agency,20230215,0,,2,0,
STU002280,UNI005,,,Job Portal,20220915,0,,0,0,
STU002281,UNI003,CMP040,ML Engineer,Referral,20230315,1,48.71,2,1,37.0
STU002282,UNI016,,,Recruitment Agency,20230115,0,,1,0,
STU002283,UNI021,CMP071,Data Scientist,Recruitment Agency,20220815,1,28.33,5,2,75.0
STU002284,UNI016,CMP046,Software Engineer,On-Campus,20221215,1,17.14,3,1,31.0
STU002285,UNI028,,,Recruitment Agency,20221115,0,,2,0,
STU002286,UNI004,CMP011,Business Analyst,Recruitment Agency,20230415,1,7.91,3,2,71.0
STU002287,UNI028,CMP034,Data Scientist,On-Campus,20230115,1,24.62,4,1,22.0
STU002288,UNI022,,,On-Campus,20230315,0,,1,0,
STU002289,UNI002,CMP005,Business Analyst,Referral,20230115,1,14.46,1,1,43.0
STU002290,UNI012,CMP076,Design Engineer,Direct Application,20220915,1,6.38,5,2,65.0
STU002291,UNI022,CMP056,Systems Engineer,Referral,20230215,1,20.82,4,1,79.0
STU002292,UNI022,CMP020,Business Analyst,Recruitment Agency,20221115,1,12.7,1,1,24.0
STU002293,UNI003,,,On-Campus,20221015,0,,0,0,
STU002294,UNI013,CMP021,ML Engineer,Direct Application,20220815,1,11.32,3,2,12.0
STU002295,UNI006,CMP072,QA Engineer,Direct Application,20221015,1,11.21,4,1,57.0
STU002296,UNI028,CMP056,Consultant,On-Campus,20230115,1,22.46,5,1,82.0
STU002297,UNI027,,,Direct Application,20221215,0,,2,0,
STU002298,UNI025,,,Recruitment Agency,20230115,0,,2,0,
STU002299,UNI025,,,Direct Application,20230415,0,,0,0,
STU002300,UNI022,CMP058,Backend Engineer,Referral,20220815,1,28.25,4,2,26.0
STU002301,UNI002,,,Direct Application,20220815,0,,0,0,
STU002302,UNI020,CMP014,Consultant,Job Portal,20220915,1,11.26,2,1,41.0
STU002303,UNI010,,,Job Portal,20230115,0,,1,0,
STU002304,UNI026,CMP070,ML Engineer,Recruitment Agency,20221215,1,49.39,1,1,84.0
STU002305,UNI020,CMP019,Backend Engineer,Recruitment Agency,20220815,1,33.03,3,2,7.0
STU002306,UNI006,,,Referral,20221015,0,,0,0,
STU002307,UNI024,CMP073,Software Engineer,Recruitment Agency,20230415,1,39.86,5,1,59.0
STU002308,UNI020,CMP058,Consultant,Referral,20221015,1,50.61,2,1,65.0
STU002309,UNI024,CMP049,Financial Analyst,Job Portal,20221015,1,27.44,4,1,69.0
STU002310,UNI003,CMP055,Product Analyst,On-Campus,20230315,1,35.45,2,2,90.0
STU002311,UNI003,CMP078,Data Analyst,Job Portal,20221215,1,10.42,3,2,39.0
STU002312,UNI026,,,Recruitment Agency,20230415,0,,2,0,
STU002313,UNI010,,,Recruitment Agency,20220815,0,,1,0,
STU002314,UNI001,,,Direct Application,20230115,0,,1,0,
STU002315,UNI020,CMP070,Data Analyst,Referral,20221115,1,36.93,3,1,75.0
STU002316,UNI007,,,Direct Application,20221215,0,,2,0,
STU002317,UNI027,CMP073,Systems Engineer,Recruitment Agency,20221015,1,10.83,5,1,27.0
STU002318,UNI020,CMP006,Business Analyst,Direct Application,20230415,1,37.06,5,1,71.0
STU002319,UNI016,,,Recruitment Agency,20221115,0,,1,0,
STU002320,UNI022,,,Job Portal,20220915,0,,0,0,
STU002321,UNI017,CMP042,Design Engineer,Recruitment Agency,20221015,1,10.45,3,2,75.0
STU002322,UNI028,,,Direct Application,20230115,0,,0,0,
STU002323,UNI001,CMP046,Data Scientist,Referral,20230215,1,23.82,4,1,8.0
STU002324,UNI029,CMP078,Product Analyst,Referral,20220815,1,10.94,2,1,24.0
STU002325,UNI003,CMP036,Consultant,On-Campus,20221215,1,29.61,5,1,79.0
STU002326,UNI014,CMP021,Operations Associate,On-Campus,20221215,1,8.89,2,2,71.0
STU002327,UNI009,CMP039,Operations Associate,On-Campus,20230415,1,9.64,2,1,87.0
STU002328,UNI004,CMP051,Design Engineer,Recruitment Agency,20220915,1,19.97,4,3,20.0
STU002329,UNI026,CMP059,QA Engineer,Recruitment Agency,20221015,1,32.75,5,1,78.0
STU002330,UNI008,CMP057,Design Engineer,Direct Application,20220815,1,22.11,3,1,62.0
STU002331,UNI025,CMP039,Business Analyst,Referral,20221215,1,15.6,2,1,46.0
STU002332,UNI019,,,Direct Application,20230115,0,,1,0,
STU002333,UNI024,,,On-Campus,20220915,0,,2,0,
STU002334,UNI021,CMP032,Product Analyst,Referral,20230215,1,28.62,1,1,29.0
STU002335,UNI006,,,Direct Application,20230115,0,,1,0,
STU002336,UNI003,CMP038,Product Analyst,Direct Application,20220915,1,12.59,1,4,22.0
STU002337,UNI015,CMP035,Software Engineer,Job Portal,20230215,1,39.31,4,1,13.0
STU002338,UNI005,CMP025,Design Engineer,Recruitment Agency,20220815,1,31.77,1,1,70.0
STU002339,UNI017,CMP046,Consultant,Recruitment Agency,20230415,1,24.37,2,1,18.0
STU002340,UNI026,,,Job Portal,20230215,0,,2,0,
STU002341,UNI013,CMP004,Financial Analyst,Referral,20221215,1,10.25,1,1,47.0
STU002342,UNI006,,,On-Campus,20230315,0,,0,0,
STU002343,UNI006,,,Direct Application,20230415,0,,1,0,
STU002344,UNI009,CMP075,Backend Engineer,Referral,20220815,1,28.63,4,1,44.0
STU002345,UNI019,,,Referral,20230115,0,,0,0,
STU002346,UNI013,,,On-Campus,20221115,0,,1,0,
STU002347,UNI023,,,Recruitment Agency,20230215,0,,0,0,
STU002348,UNI028,,,Referral,20220815,0,,1,0,
STU002349,UNI026,,,Referral,20230415,0,,1,0,
STU002350,UNI001,CMP055,Design Engineer,Recruitment Agency,20230115,1,16.99,3,2,27.0
STU002351,UNI017,CMP067,Financial Analyst,Recruitment Agency,20220915,1,27.39,2,1,30.0
STU002352,UNI027,CMP048,Software Engineer,Referral,20230215,1,21.46,5,1,22.0
STU002353,UNI017,CMP024,Operations Associate,Recruitment Agency,20230215,1,12.85,2,1,47.0
STU002354,UNI006,,,Job Portal,20230315,0,,0,0,
STU002355,UNI028,CMP076,QA Engineer,On-Campus,20230115,1,7.84,3,1,53.0
STU002356,UNI029,,,Job Portal,20220815,0,,1,0,
STU002357,UNI001,,,Direct Application,20221015,0,,0,0,
STU002358,UNI021,CMP011,Design Engineer,Direct Application,20230115,1,9.95,5,1,74.0
STU002359,UNI010,CMP045,Backend Engineer,Referral,20221015,1,24.76,3,1,10.0
STU002360,UNI002,CMP005,Operations Associate,Referral,20220815,1,13.55,3,2,73.0
STU002361,UNI029,CMP066,Data Scientist,Recruitment Agency,20220915,1,21.19,5,1,9.0
STU002362,UNI021,CMP029,Data Analyst,Job Portal,20230315,1,7.89,2,1,40.0
STU002363,UNI016,,,Job Portal,20221015,0,,1,0,
STU002364,UNI007,CMP002,Systems Engineer,On-Campus,20230415,1,9.24,2,1,51.0
STU002365,UNI009,CMP010,Backend Engineer,Direct Application,20221015,1,14.34,2,1,32.0
STU002366,UNI021,CMP034,Data Analyst,On-Campus,20221015,1,22.42,4,1,94.0
STU002367,UNI013,CMP055,Backend Engineer,Job Portal,20221115,1,18.99,4,1,26.0
STU002368,UNI027,,,On-Campus,20221115,0,,2,0,
STU002369,UNI011,CMP039,Financial Analyst,Referral,20221015,1,11.14,2,2,68.0
STU002370,UNI002,,,Direct Application,20221215,0,,2,0,
STU002371,UNI013,CMP028,ML Engineer,On-Campus,20230115,1,15.78,4,1,66.0
STU002372,UNI020,CMP062,Design Engineer,Referral,20230415,1,10.42,2,1,85.0
STU002373,UNI026,CMP025,Backend Engineer,Recruitment Agency,20221115,1,34.6,1,2,94.0
STU002374,UNI016,,,On-Campus,20230215,0,,0,0,
STU002375,UNI011,,,Recruitment Agency,20220915,0,,2,0,
STU002376,UNI018,CMP028,QA Engineer,Referral,20220815,1,27.03,4,1,29.0
STU002377,UNI008,CMP012,ML Engineer,Recruitment Agency,20220915,1,28.81,3,1,63.0
STU002378,UNI011,,,Direct Application,20221215,0,,1,0,
STU002379,UNI014,CMP063,ML Engineer,Referral,20230115,1,34.23,5,2,37.0
STU002380,UNI020,CMP078,Consultant,Job Portal,20230415,1,13.99,2,2,57.0
STU002381,UNI009,CMP037,Product Analyst,Referral,20220815,1,17.44,4,1,18.0
STU002382,UNI014,CMP029,Frontend Engineer,Job Portal,20220915,1,9.21,1,1,32.0
STU002383,UNI015,,,Direct Application,20230215,0,,1,0,
STU002384,UNI002,CMP060,Design Engineer,On-Campus,20230215,1,7.62,4,1,34.0
STU002385,UNI025,CMP055,Business Analyst,On-Campus,20230315,1,22.99,3,1,35.0
STU002386,UNI022,CMP028,Business Analyst,Referral,20230215,1,19.7,1,2,89.0
STU002387,UNI024,CMP032,Consultant,Recruitment Agency,20221015,1,21.22,2,2,90.0
STU002388,UNI025,CMP074,Business Analyst,Referral,20220815,1,28.98,5,1,33.0
STU002389,UNI009,CMP040,Business Analyst,Referral,20220915,1,20.53,1,1,13.0
STU002390,UNI015,,,Job Portal,20230315,0,,2,0,
STU002391,UNI005,CMP027,Operations Associate,Recruitment Agency,20221215,1,28.34,4,1,26.0
STU002392,UNI005,CMP051,QA Engineer,Job Portal,20221215,1,28.41,5,2,91.0
STU002393,UNI028,,,Direct Application,20230315,0,,2,0,
STU002394,UNI029,CMP066,Backend Engineer,On-Campus,20220915,1,15.07,2,1,78.0
STU002395,UNI002,,,Referral,20221015,0,,0,0,
STU002396,UNI023,CMP010,Data Analyst,Job Portal,20220815,1,8.14,1,1,40.0
STU002397,UNI024,CMP078,Business Analyst,Referral,20230415,1,12.07,2,1,65.0
STU002398,UNI002,CMP055,Systems Engineer,Referral,20221215,1,20.9,3,1,27.0
STU002399,UNI007,CMP007,Systems Engineer,Referral,20220915,1,22.55,1,2,91.0
STU002400,UNI010,CMP014,Operations Associate,On-Campus,20230115,1,7.59,1,1,10.0
STU002401,UNI009,CMP001,ML Engineer,Referral,20230215,1,19.39,5,1,60.0
STU002402,UNI016,CMP023,Frontend Engineer,Direct Application,20220815,1,12.39,3,1,52.0
STU002403,UNI004,CMP031,ML Engineer,Recruitment Agency,20220815,1,9.84,4,1,11.0
STU002404,UNI019,CMP012,ML Engineer,Referral,20220815,1,30.31,2,2,25.0
STU002405,UNI016,CMP058,Financial Analyst,On-Campus,20220915,1,15.4,2,1,34.0
STU002406,UNI029,,,Recruitment Agency,20220915,0,,1,0,
STU002407,UNI013,CMP010,Backend Engineer,Recruitment Agency,20230315,1,8.16,2,1,52.0
STU002408,UNI026,CMP071,Business Analyst,Referral,20220915,1,28.9,2,2,89.0
STU002409,UNI030,CMP029,Cloud Engineer,On-Campus,20221015,1,19.72,1,1,14.0
STU002410,UNI017,CMP057,Financial Analyst,Referral,20230215,1,18.03,3,1,9.0
STU002411,UNI013,CMP016,Design Engineer,Referral,20230415,1,16.46,5,1,52.0
STU002412,UNI030,CMP035,Cloud Engineer,Referral,20230415,1,34.49,3,3,50.0
STU002413,UNI019,CMP059,Software Engineer,Job Portal,20221115,1,28.51,5,1,44.0
STU002414,UNI005,CMP043,Cloud Engineer,On-Campus,20230115,1,43.42,3,1,15.0
STU002415,UNI022,,,Direct Application,20230115,0,,0,0,
STU002416,UNI021,CMP040,ML Engineer,On-Campus,20230415,1,31.06,2,2,47.0
STU002417,UNI004,,,Recruitment Agency,20220915,0,,2,0,
STU002418,UNI017,CMP050,Cloud Engineer,Recruitment Agency,20230115,1,13.09,5,2,58.0
STU002419,UNI029,CMP006,Data Analyst,Direct Application,20221215,1,23.41,4,1,26.0
STU002420,UNI030,,,Recruitment Agency,20220915,0,,0,0,
STU002421,UNI022,CMP074,Backend Engineer,Recruitment Agency,20230415,1,21.56,4,1,39.0
STU002422,UNI002,CMP053,Design Engineer,Referral,20230215,1,7.3,1,1,20.0
STU002423,UNI030,,,On-Campus,20220915,0,,0,0,
STU002424,UNI021,CMP053,Backend Engineer,Job Portal,20230415,1,14.18,5,2,36.0
STU002425,UNI020,CMP009,Data Scientist,Referral,20230115,1,51.97,2,1,19.0
STU002426,UNI006,,,Direct Application,20230315,0,,1,0,
STU002427,UNI018,,,Referral,20230215,0,,0,0,
STU002428,UNI029,,,Recruitment Agency,20220915,0,,2,0,
STU002429,UNI003,CMP052,Software Engineer,Direct Application,20230315,1,38.75,1,2,89.0
STU002430,UNI023,CMP054,Data Scientist,Direct Application,20221215,1,22.7,5,1,16.0
STU002431,UNI020,CMP012,QA Engineer,Job Portal,20221215,1,27.23,2,2,69.0
STU002432,UNI003,CMP049,Systems Engineer,Recruitment Agency,20230115,1,32.47,1,2,69.0
STU002433,UNI014,,,Recruitment Agency,20230215,0,,0,0,
STU002434,UNI026,CMP030,Business Analyst,Recruitment Agency,20221215,1,33.58,3,3,86.0
STU002435,UNI008,,,Direct Application,20230415,0,,2,0,
STU002436,UNI013,,,Direct Application,20221015,0,,1,0,
STU002437,UNI010,CMP061,Product Analyst,Direct Application,20221115,1,10.22,3,1,49.0
STU002438,UNI015,,,Recruitment Agency,20220815,0,,0,0,
STU002439,UNI002,,,Direct Application,20221115,0,,0,0,
STU002440,UNI027,CMP062,Backend Engineer,On-Campus,20221115,1,8.1,4,1,33.0
STU002441,UNI029,CMP042,Backend Engineer,Job Portal,20221015,1,15.44,2,1,72.0
STU002442,UNI015,CMP048,QA Engineer,Referral,20221215,1,44.01,5,2,48.0
STU002443,UNI027,CMP054,Operations Associate,Direct Application,20220815,1,12.87,1,3,66.0
STU002444,UNI009,,,Recruitment Agency,20220815,0,,2,0,
STU002445,UNI023,,,Direct Application,20230215,0,,2,0,
STU002446,UNI028,CMP027,ML Engineer,Job Portal,20221115,1,20.18,3,1,35.0
STU002447,UNI006,,,Referral,20220915,0,,1,0,
STU002448,UNI014,,,On-Campus,20230215,0,,1,0,
STU002449,UNI004,CMP062,Backend Engineer,Direct Application,20221115,1,10.74,5,1,52.0
STU002450,UNI014,,,Recruitment Agency,20221115,0,,0,0,
STU002451,UNI028,CMP058,Backend Engineer,Recruitment Agency,20220815,1,18.61,5,1,44.0
STU002452,UNI001,CMP080,Financial Analyst,Direct Application,20221115,1,12.92,4,1,43.0
STU002453,UNI030,CMP018,QA Engineer,On-Campus,20221215,1,23.1,3,1,42.0
STU002454,UNI024,CMP028,Backend Engineer,Recruitment Agency,20230115,1,28.49,1,1,71.0
STU002455,UNI003,CMP050,Operations Associate,On-Campus,20221115,1,10.99,1,3,15.0
STU002456,UNI019,,,Recruitment Agency,20230315,0,,1,0,
STU002457,UNI023,CMP023,Financial Analyst,On-Campus,20230215,1,18.2,5,2,76.0
STU002458,UNI024,,,On-Campus,20221015,0,,0,0,
STU002459,UNI004,CMP001,Consultant,Job Portal,20220915,1,5.98,5,2,23.0
STU002460,UNI025,CMP077,Data Analyst,On-Campus,20220915,1,17.68,5,1,81.0
STU002461,UNI014,,,Direct Application,20220815,0,,0,0,
STU002462,UNI020,CMP025,Design Engineer,Direct Application,20230415,1,30.61,1,2,63.0
STU002463,UNI002,CMP037,Business Analyst,Recruitment Agency,20221215,1,6.14,3,1,23.0
STU002464,UNI022,CMP049,Software Engineer,Job Portal,20220915,1,17.8,4,1,13.0
STU002465,UNI004,CMP034,Backend Engineer,Referral,20230215,1,26.52,5,2,7.0
STU002466,UNI027,CMP017,Product Analyst,Direct Application,20230215,1,10.96,3,1,14.0
STU002467,UNI021,CMP065,Design Engineer,Job Portal,20220915,1,9.85,4,1,31.0
STU002468,UNI023,CMP005,Financial Analyst,On-Campus,20230215,1,19.53,3,1,77.0
STU002469,UNI012,,,Job Portal,20230215,0,,0,0,
STU002470,UNI026,CMP075,Financial Analyst,Referral,20230415,1,29.23,1,1,26.0
STU002471,UNI017,CMP032,Systems Engineer,Recruitment Agency,20230115,1,17.58,2,1,35.0
STU002472,UNI028,CMP008,Product Analyst,Direct Application,20230115,1,17.43,2,1,7.0
STU002473,UNI027,CMP028,Cloud Engineer,Recruitment Agency,20230115,1,21.02,5,1,24.0
STU002474,UNI023,CMP019,Cloud Engineer,Recruitment Agency,20221115,1,19.75,1,1,16.0
STU002475,UNI030,CMP066,Backend Engineer,Direct Application,20221115,1,23.32,5,2,50.0
STU002476,UNI009,,,Referral,20221215,0,,1,0,
STU002477,UNI004,,,Job Portal,20220915,0,,1,0,
STU002478,UNI005,CMP013,Product Analyst,Job Portal,20230215,1,43.85,3,2,79.0
STU002479,UNI029,CMP002,Software Engineer,Job Portal,20221015,1,14.54,2,1,52.0
STU002480,UNI028,CMP009,Software Engineer,Direct Application,20221215,1,22.56,4,1,36.0
STU002481,UNI028,,,Recruitment Agency,20220815,0,,1,0,
STU002482,UNI026,CMP010,Systems Engineer,Direct Application,20221015,1,14.78,5,1,50.0
STU002483,UNI028,CMP033,ML Engineer,Recruitment Agency,20221215,1,25.56,5,1,17.0
STU002484,UNI009,CMP011,Design Engineer,Recruitment Agency,20230415,1,11.82,3,1,22.0
STU002485,UNI024,CMP041,Software Engineer,Direct Application,20221215,1,10.87,5,1,29.0
STU002486,UNI017,CMP072,Data Scientist,Referral,20221115,1,15.45,2,2,27.0
STU002487,UNI029,CMP047,Systems Engineer,Recruitment Agency,20220915,1,17.36,3,1,86.0
STU002488,UNI016,,,Referral,20220915,0,,1,0,
STU002489,UNI011,CMP038,Frontend Engineer,Recruitment Agency,20221015,1,9.65,1,1,34.0
STU002490,UNI018,CMP064,Consultant,Job Portal,20220815,1,21.22,1,2,19.0
STU002491,UNI027,,,Job Portal,20221015,0,,1,0,
STU002492,UNI018,,,Recruitment Agency,20230415,0,,1,0,
STU002493,UNI030,,,Direct Application,20221215,0,,2,0,
STU002494,UNI006,,,On-Campus,20230315,0,,1,0,
STU002495,UNI011,,,Direct Application,20230415,0,,0,0,
STU002496,UNI003,,,On-Campus,20220915,0,,1,0,
STU002497,UNI012,,,Recruitment Agency,20221115,0,,0,0,
STU002498,UNI017,,,Job Portal,20221215,0,,1,0,
STU002499,UNI018,,,Direct Application,20230215,0,,2,0,
STU002500,UNI029,CMP052,Systems Engineer,Job Portal,20230115,1,17.96,4,2,39.0
STU002501,UNI001,CMP003,Business Analyst,On-Campus,20221215,1,4.96,5,1,78.0
