student_code,gender,degree,major,cgpa_band,prior_internship
STU001530,Female,MBA,Operations,8-9,False
STU001531,Female,M.Tech,Computer Science,9+,True
STU001532,Male,MCA,Computer Applications,9+,False
STU001533,Female,MBA,Marketing,8-9,True
STU001534,Male,MBA,Operations,7-8,False
STU001535,Male,MBA,Operations,7-8,False
STU001536,Female,B.Tech,Electronics,7-8,False
STU001537,Male,M.Tech,Computer Science,8-9,True
STU001538,Female,MCA,Computer Applications,8-9,False
STU001539,Male,MBA,Marketing,9+,False
STU001540,Male,MCA,Computer Applications,<7,True
STU001541,Male,M.Tech,Computer Science,7-8,True
STU001542,Male,MBA,Finance,8-9,False
STU001543,Male,MCA,Computer Applications,7-8,False
STU001544,Female,B.Tech,Computer Science,<7,False
STU001545,Female,MCA,Computer Applications,7-8,False
STU001546,Male,MBA,Finance,9+,True
STU001547,Male,MBA,Operations,8-9,False
STU001548,Female,M.Tech,VLSI,8-9,False
STU001549,Male,MCA,Computer Applications,9+,True
STU001550,Male,M.Tech,VLSI,7-8,False
STU001551,Male,MBA,Operations,8-9,True
STU001552,Female,MCA,Computer Applications,8-9,True
STU001553,Male,M.Tech,Data Science,7-8,True
STU001554,Male,B.Tech,Mechanical,9+,False
STU001555,Female,MCA,Computer Applications,8-9,False
STU001556,Male,M.Tech,Data Science,<7,True
STU001557,Male,M.Tech,VLSI,9+,False
STU001558,Male,B.Tech,Electronics,<7,True
STU001559,Male,MCA,Computer Applications,<7,True
STU001560,Female,M.Tech,VLSI,8-9,True
STU001561,Male,M.Tech,VLSI,8-9,True
STU001562,Male,MBA,Finance,8-9,True
STU001563,Female,M.Tech,Data Science,8-9,False
STU001564,Male,MBA,Operations,8-9,True
STU001565,Male,B.Tech,Civil,9+,True
STU001566,Male,M.Tech,Computer Science,<7,False
STU001567,Male,B.Tech,Electronics,7-8,False
STU001568,Female,MBA,Marketing,8-9,False
STU001569,Male,MCA,Computer Applications,8-9,False
STU001570,Female,MBA,Operations,7-8,True
STU001571,Female,M.Tech,VLSI,9+,True
STU001572,Female,B.Tech,Mechanical,8-9,False
STU001573,Male,MBA,Marketing,8-9,True
STU001574,Male,M.Tech,VLSI,8-9,False
STU001575,Male,MBA,Operations,7-8,False
STU001576,Male,MBA,Marketing,7-8,False
STU001577,Male,MCA,Computer Applications,<7,True
STU001578,Male,MCA,Computer Applications,7-8,False
STU001579,Female,M.Tech,Data Science,9+,False
STU001580,Male,B.Tech,Electronics,9+,False
STU001581,Male,M.Tech,VLSI,9+,True
STU001582,Female,MCA,Computer Applications,9+,True
STU001583,Female,MCA,Computer Applications,8-9,True
STU001584,Female,MCA,Computer Applications,8-9,False
STU001585,Female,B.Tech,Information Technology,8-9,True
STU001586,Male,M.Tech,Data Science,7-8,True
STU001587,Male,MCA,Computer Applications,9+,False
STU001588,Male,B.Tech,Electronics,7-8,True
STU001589,Female,M.Tech,VLSI,7-8,True
STU001590,Male,MBA,Finance,8-9,False
STU001591,Male,M.Tech,Data Science,7-8,False
STU001592,Male,MCA,Computer Applications,9+,False
STU001593,Male,MCA,Computer Applications,7-8,False
STU001594,Male,MCA,Computer Applications,9+,True
STU001595,Male,MCA,Computer Applications,7-8,True
STU001596,Female,MBA,Finance,7-8,False
STU001597,Male,MBA,Marketing,7-8,True
STU001598,Male,M.Tech,Computer Science,7-8,False
STU001599,Male,MCA,Computer Applications,8-9,False
STU001600,Female,MCA,Computer Applications,<7,False
STU001601,Male,B.Tech,Mechanical,8-9,False
STU001602,Female,MCA,Computer Applications,8-9,True
STU001603,Female,B.Tech,Electronics,<7,False
STU001604,Male,MBA,Operations,8-9,False
STU001605,Female,M.Tech,Computer Science,7-8,False
STU001606,Male,MCA,Computer Applications,7-8,False
STU001607,Female,MBA,Operations,8-9,False
STU001608,Male,B.Tech,Computer Science,<7,False
STU001609,Female,MCA,Computer Applications,<7,True
STU001610,Female,MBA,Finance,8-9,True
STU001611,Male,M.Tech,Computer Science,8-9,True
STU001612,Female,B.Tech,Electronics,7-8,True
STU001613,Female,MCA,Computer Applications,7-8,True
STU001614,Male,MBA,Operations,7-8,False
STU001615,Male,B.Tech,Computer Science,9+,False
STU001616,Male,B.Tech,Information Technology,8-9,False
STU001617,Male,B.Tech,Electronics,8-9,False
STU001618,Male,MBA,Finance,8-9,False
STU001619,Female,MBA,Finance,9+,False
STU001620,Male,MCA,Computer Applications,<7,False
STU001621,Female,B.Tech,Information Technology,7-8,False
STU001622,Female,MCA,Computer Applications,9+,True
STU001623,Male,M.Tech,Data Science,7-8,False
STU001624,Female,B.Tech,Civil,7-8,False
STU001625,Male,MCA,Computer Applications,7-8,True
STU001626,Female,MBA,Finance,7-8,False
STU001627,Male,M.Tech,Computer Science,8-9,False
STU001628,Male,M.Tech,VLSI,7-8,False
STU001629,Male,MCA,Computer Applications,7-8,False
STU001630,Male,M.Tech,Computer Science,9+,False
STU001631,Male,MCA,Computer Applications,<7,True
STU001632,Male,M.Tech,Computer Science,8-9,False
STU001633,Female,MCA,Computer Applications,7-8,True
STU001634,Male,M.Tech,Data Science,8-9,False
STU001635,Female,MBA,Finance,8-9,False
STU001636,Male,MCA,Computer Applications,9+,False
STU001637,Male,B.Tech,Electronics,9+,True
STU001638,Male,M.Tech,Data Science,7-8,False
STU001639,Male,MBA,Operations,7-8,True
STU001640,Male,MBA,Operations,8-9,False
STU001641,Male,M.Tech,VLSI,7-8,True
STU001642,Male,MBA,Operations,9+,True
STU001643,Male,MBA,Marketing,<7,True
STU001644,Male,M.Tech,VLSI,7-8,False
STU001645,Male,MBA,Marketing,7-8,False
STU001646,Female,B.Tech,Information Technology,9+,False
STU001647,Female,M.Tech,Computer Science,7-8,True
STU001648,Male,MCA,Computer Applications,8-9,False
STU001649,Female,M.Tech,VLSI,8-9,False
STU001650,Male,M.Tech,Computer Science,8-9,True
STU001651,Female,M.Tech,VLSI,9+,True
STU001652,Male,B.Tech,Computer Science,7-8,False
STU001653,Male,B.Tech,Electronics,9+,False
STU001654,Male,M.Tech,Computer Science,8-9,True
STU001655,Female,M.Tech,Computer Science,7-8,True
STU001656,Male,MCA,Computer Applications,9+,True
STU001657,Female,B.Tech,Computer Science,9+,False
STU001658,Female,M.Tech,Computer Science,7-8,False
STU001659,Male,B.Tech,Electronics,<7,False
STU001660,Female,M.Tech,Computer Science,7-8,True
STU001661,Male,MBA,Finance,7-8,False
STU001662,Female,MCA,Computer Applications,8-9,False
STU001663,Male,MCA,Computer Applications,7-8,False
STU001664,Female,MCA,Computer Applications,9+,False
STU001665,Male,B.Tech,Electronics,8-9,False
STU001666,Male,M.Tech,VLSI,8-9,False
STU001667,Female,MBA,Marketing,8-9,True
STU001668,Male,M.Tech,Data Science,8-9,True
STU001669,Female,B.Tech,Information Technology,8-9,False
STU001670,Male,M.Tech,Computer Science,8-9,False
STU001671,Male,MBA,Marketing,8-9,True
STU001672,Female,M.Tech,Data Science,8-9,True
STU001673,Male,MBA,Operations,8-9,False
STU001674,Female,M.Tech,VLSI,9+,True
STU001675,Female,B.Tech,Electronics,8-9,False
STU001676,Female,MCA,Computer Applications,8-9,True
STU001677,Female,MBA,Finance,<7,False
STU001678,Male,M.Tech,Data Science,7-8,False
STU001679,Female,B.Tech,Mechanical,8-9,False
STU001680,Male,B.Tech,Mechanical,7-8,False
STU001681,Male,M.Tech,Computer Science,7-8,False
STU001682,Female,MBA,Operations,7-8,False
STU001683,Female,M.Tech,VLSI,7-8,True
STU001684,Male,MBA,Operations,<7,True
STU001685,Male,MCA,Computer Applications,7-8,False
STU001686,Female,M.Tech,Computer Science,9+,False
STU001687,Male,B.Tech,Information Technology,7-8,True
STU001688,Male,MCA,Computer Applications,7-8,False
STU001689,Male,M.Tech,VLSI,8-9,False
STU001690,Male,MCA,Computer Applications,7-8,True
STU001691,Female,MCA,Computer Applications,8-9,True
STU001692,Female,B.Tech,Electronics,7-8,False
STU001693,Male,B.Tech,Electronics,7-8,False
STU001694,Male,MBA,Operations,7-8,False
STU001695,Female,MCA,Computer Applications,<7,False
STU001696,Male,MBA,Operations,9+,False
STU001697,Male,MCA,Computer Applications,7-8,False
STU001698,Male,B.Tech,Electronics,7-8,False
STU001699,Female,MBA,Finance,7-8,False
STU001700,Female,MBA,Operations,9+,False
STU001701,Male,B.Tech,Civil,9+,True
STU001702,Female,MBA,Finance,7-8,True
STU001703,Male,M.Tech,Data Science,9+,True
STU001704,Male,M.Tech,Computer Science,7-8,False
STU001705,Female,B.Tech,Mechanical,8-9,False
STU001706,Male,MCA,Computer Applications,8-9,True
STU001707,Female,MBA,Marketing,8-9,False
STU001708,Female,M.Tech,VLSI,<7,True
STU001709,Male,B.Tech,Information Technology,<7,False
STU001710,Female,B.Tech,Computer Science,7-8,True
STU001711,Female,B.Tech,Computer Science,<7,True
STU001712,Male,B.Tech,Information Technology,<7,False
STU001713,Male,MBA,Marketing,7-8,True
STU001714,Female,B.Tech,Civil,8-9,False
STU001715,Male,B.Tech,Computer Science,7-8,False
STU001716,Male,B.Tech,Mechanical,7-8,True
STU001717,Male,MCA,Computer Applications,9+,False
STU001718,Male,MCA,Computer Applications,<7,True
STU001719,Male,MBA,Operations,9+,True
STU001720,Female,MCA,Computer Applications,7-8,True
STU001721,Female,M.Tech,VLSI,8-9,False
STU001722,Male,M.Tech,Data Science,8-9,True
STU001723,Male,MBA,Finance,7-8,True
STU001724,Female,M.Tech,VLSI,9+,False
STU001725,Female,M.Tech,VLSI,7-8,True
STU001726,Female,B.Tech,Civil,7-8,True
STU001727,Female,M.Tech,Data Science,8-9,False
STU001728,Male,B.Tech,Electronics,8-9,False
STU001729,Male,MCA,Computer Applications,8-9,False
STU001730,Male,B.Tech,Information Technology,8-9,False
STU001731,Female,M.Tech,Computer Science,8-9,False
STU001732,Female,B.Tech,Electronics,7-8,False
STU001733,Male,B.Tech,Information Technology,7-8,False
STU001734,Female,MBA,Operations,9+,True
STU001735,Male,MBA,Operations,7-8,False
STU001736,Female,M.Tech,VLSI,9+,True
STU001737,Female,B.Tech,Computer Science,9+,False
STU001738,Female,MCA,Computer Applications,7-8,True
STU001739,Male,MBA,Operations,8-9,True
STU001740,Female,MCA,Computer Applications,<7,True
STU001741,Male,M.Tech,Computer Science,7-8,False
STU001742,Female,B.Tech,Mechanical,8-9,True
STU001743,Female,M.Tech,Data Science,7-8,True
STU001744,Male,MBA,Operations,7-8,False
STU001745,Female,B.Tech,Civil,7-8,True
STU001746,Female,MBA,Marketing,9+,True
STU001747,Male,B.Tech,Mechanical,9+,False
STU001748,Female,MCA,Computer Applications,7-8,True
STU001749,Male,MCA,Computer Applications,7-8,False
STU001750,Male,B.Tech,Computer Science,<7,False
STU001751,Male,MCA,Computer Applications,7-8,False
STU001752,Male,B.Tech,Computer Science,7-8,False
STU001753,Male,M.Tech,Data Science,7-8,False
STU001754,Male,B.Tech,Electronics,<7,True
STU001755,Male,MCA,Computer Applications,9+,False
STU001756,Female,M.Tech,Data Science,8-9,False
STU001757,Female,MBA,Operations,<7,True
STU001758,Male,MBA,Finance,9+,True
STU001759,Male,M.Tech,Computer Science,<7,False
STU001760,Male,MCA,Computer Applications,<7,False
STU001761,Female,MBA,Operations,7-8,False
STU001762,Female,MBA,Finance,7-8,True
STU001763,Female,MCA,Computer Applications,8-9,False
STU001764,Female,MCA,Computer Applications,<7,True
STU001765,Male,M.Tech,Computer Science,9+,True
STU001766,Male,B.Tech,Mechanical,8-9,False
STU001767,Male,M.Tech,Data Science,7-8,False
STU001768,Male,MBA,Marketing,<7,False
STU001769,Male,M.Tech,VLSI,7-8,False
STU001770,Male,B.Tech,Electronics,8-9,False
STU001771,Male,B.Tech,Electronics,9+,True
STU001772,Male,MBA,Operations,7-8,False
STU001773,Male,B.Tech,Civil,8-9,False
STU001774,Male,B.Tech,Electronics,8-9,False
STU001775,Male,M.Tech,VLSI,7-8,False
STU001776,Female,B.Tech,Information Technology,9+,False
STU001777,Male,B.Tech,Information Technology,<7,False
STU001778,Male,MBA,Marketing,7-8,False
STU001779,Male,MBA,Finance,8-9,True
STU001780,Male,B.Tech,Information Technology,7-8,True
STU001781,Male,M.Tech,VLSI,<7,False
STU001782,Male,MBA,Operations,<7,True
STU001783,Female,B.Tech,Mechanical,9+,False
STU001784,Male,B.Tech,Information Technology,7-8,False
STU001785,Male,MCA,Computer Applications,9+,True
STU001786,Male,MBA,Operations,7-8,False
STU001787,Female,M.Tech,Data Science,7-8,False
STU001788,Female,MCA,Computer Applications,7-8,False
STU001789,Male,M.Tech,Computer Science,7-8,True
STU001790,Male,B.Tech,Information Technology,8-9,False
STU001791,Male,B.Tech,Information Technology,9+,True
STU001792,Female,M.Tech,VLSI,7-8,False
STU001793,Female,MBA,Marketing,<7,True
STU001794,Male,B.Tech,Information Technology,9+,False
STU001795,Female,M.Tech,Computer Science,7-8,True
STU001796,Male,B.Tech,Information Technology,<7,False
STU001797,Male,M.Tech,Computer Science,8-9,False
STU001798,Male,MBA,Marketing,9+,False
STU001799,Male,MCA,Computer Applications,7-8,True
STU001800,Male,MCA,Computer Applications,<7,False
STU001801,Male,B.Tech,Civil,<7,False
STU001802,Female,MCA,Computer Applications,7-8,False
STU001803,Female,M.Tech,VLSI,7-8,True
STU001804,Male,B.Tech,Information Technology,<7,True
STU001805,Male,MCA,Computer Applications,7-8,True
STU001806,Female,B.Tech,Mechanical,9+,False
STU001807,Female,M.Tech,Computer Science,7-8,False
STU001808,Male,MBA,Finance,7-8,True
STU001809,Male,M.Tech,VLSI,<7,False
STU001810,Female,B.Tech,Mechanical,8-9,False
STU001811,Male,MBA,Marketing,9+,True
STU001812,Male,M.Tech,Data Science,7-8,True
STU001813,Female,MBA,Marketing,7-8,False
STU001814,Female,MCA,Computer Applications,7-8,False
STU001815,Male,MCA,Computer Applications,8-9,False
STU001816,Male,B.Tech,Electronics,8-9,True
STU001817,Male,B.Tech,Electronics,9+,True
STU001818,Male,M.Tech,VLSI,7-8,False
STU001819,Male,B.Tech,Civil,9+,False
STU001820,Female,M.Tech,Computer Science,7-8,True
STU001821,Male,MCA,Computer Applications,8-9,False
STU001822,Male,MBA,Marketing,9+,True
STU001823,Male,M.Tech,VLSI,7-8,False
STU001824,Male,MCA,Computer Applications,7-8,True
STU001825,Female,MCA,Computer Applications,8-9,False
STU001826,Male,MCA,Computer Applications,<7,False
STU001827,Male,MBA,Operations,7-8,False
STU001828,Male,M.Tech,Data Science,8-9,True
STU001829,Male,MBA,Marketing,8-9,False
STU001830,Female,MCA,Computer Applications,<7,True
STU001831,Male,MBA,Marketing,7-8,False
STU001832,Male,MCA,Computer Applications,7-8,False
STU001833,Female,MCA,Computer Applications,<7,False
STU001834,Female,MBA,Marketing,7-8,False
STU001835,Female,M.Tech,Data Science,7-8,True
STU001836,Male,M.Tech,Data Science,9+,True
STU001837,Male,MCA,Computer Applications,7-8,True
STU001838,Male,MBA,Finance,7-8,True
STU001839,Male,B.Tech,Electronics,7-8,False
STU001840,Male,MCA,Computer Applications,7-8,True
STU001841,Male,B.Tech,Civil,9+,False
STU001842,Male,M.Tech,VLSI,7-8,True
STU001843,Female,MCA,Computer Applications,<7,True
STU001844,Male,MCA,Computer Applications,7-8,False
STU001845,Female,M.Tech,Computer Science,7-8,True
STU001846,Male,M.Tech,Computer Science,8-9,True
STU001847,Male,B.Tech,Mechanical,<7,False
STU001848,Male,B.Tech,Information Technology,8-9,True
STU001849,Male,M.Tech,VLSI,<7,False
STU001850,Female,M.Tech,VLSI,<7,True
STU001851,Female,MBA,Marketing,7-8,False
STU001852,Female,MCA,Computer Applications,7-8,True
STU001853,Female,B.Tech,Electronics,7-8,True
STU001854,Male,M.Tech,Data Science,8-9,True
STU001855,Male,B.Tech,Computer Science,7-8,True
STU001856,Male,M.Tech,Computer Science,7-8,False
STU001857,Male,MBA,Operations,<7,True
STU001858,Male,M.Tech,Computer Science,9+,True
STU001859,Male,MBA,Finance,9+,True
STU001860,Female,MBA,Marketing,<7,True
STU001861,Male,MBA,Marketing,<7,False
STU001862,Male,MBA,Operations,<7,True
STU001863,Female,MCA,Computer Applications,7-8,True
STU001864,Male,B.Tech,Mechanical,7-8,False
STU001865,Male,MBA,Marketing,<7,True
STU001866,Male,B.Tech,Information Technology,9+,True
STU001867,Female,M.Tech,VLSI,<7,True
STU001868,Female,B.Tech,Electronics,<7,False
STU001869,Female,MBA,Finance,8-9,False
STU001870,Male,M.Tech,Data Science,<7,False
STU001871,Male,M.Tech,VLSI,7-8,True
STU001872,Male,MBA,Finance,8-9,False
STU001873,Male,B.Tech,Information Technology,<7,False
STU001874,Female,B.Tech,Mechanical,8-9,True
STU001875,Female,B.Tech,Computer Science,7-8,True
STU001876,Female,B.Tech,Computer Science,8-9,False
STU001877,Male,MBA,Operations,8-9,False
STU001878,Male,B.Tech,Computer Science,7-8,True
STU001879,Female,MBA,Finance,9+,False
STU001880,Female,M.Tech,Computer Science,<7,True
STU001881,Male,B.Tech,Computer Science,<7,True
STU001882,Male,MBA,Operations,9+,False
STU001883,Male,B.Tech,Information Technology,8-9,False
STU001884,Male,MBA,Operations,9+,False
STU001885,Female,MBA,Operations,<7,False
STU001886,Female,B.Tech,Civil,7-8,False
STU001887,Male,MBA,Finance,8-9,True
STU001888,Male,M.Tech,VLSI,7-8,False
STU001889,Male,B.Tech,Civil,<7,False
STU001890,Male,MCA,Computer Applications,<7,True
STU001891,Female,MBA,Operations,<7,False
STU001892,Male,MCA,Computer Applications,8-9,True
STU001893,Male,MCA,Computer Applications,8-9,False
STU001894,Male,B.Tech,Electronics,7-8,False
STU001895,Female,M.Tech,VLSI,7-8,False
STU001896,Female,B.Tech,Civil,7-8,False
STU001897,Male,MCA,Computer Applications,7-8,True
STU001898,Female,B.Tech,Mechanical,9+,False
STU001899,Female,B.Tech,Civil,9+,False
STU001900,Male,M.Tech,VLSI,8-9,False
STU001901,Female,MCA,Computer Applications,7-8,True
STU001902,Male,M.Tech,Data Science,8-9,True
STU001903,Male,B.Tech,Mechanical,8-9,True
STU001904,Male,MCA,Computer Applications,9+,False
STU001905,Female,M.Tech,Data Science,8-9,False
STU001906,Male,M.Tech,Data Science,9+,False
STU001907,Female,B.Tech,Computer Science,7-8,False
STU001908,Female,B.Tech,Information Technology,<7,True
STU001909,Male,MCA,Computer Applications,8-9,True
STU001910,Male,M.Tech,Computer Science,<7,True
STU001911,Female,B.Tech,Information Technology,7-8,True
STU001912,Male,MBA,Finance,7-8,True
STU001913,Female,MCA,Computer Applications,8-9,False
STU001914,Female,M.Tech,Data Science,8-9,False
STU001915,Male,M.Tech,Computer Science,7-8,False
STU001916,Male,MCA,Computer Applications,7-8,False
STU001917,Male,MCA,Computer Applications,<7,False
STU001918,Female,MCA,Computer Applications,9+,False
STU001919,Male,B.Tech,Computer Science,<7,False
STU001920,Male,MBA,Operations,7-8,True
STU001921,Male,MBA,Operations,8-9,False
STU001922,Male,M.Tech,Computer Science,<7,False
STU001923,Male,MCA,Computer Applications,<7,True
STU001924,Male,MBA,Finance,<7,True
STU001925,Male,B.Tech,Civil,7-8,False
STU001926,Female,M.Tech,Computer Science,8-9,True
STU001927,Male,MBA,Finance,9+,False
STU001928,Male,MCA,Computer Applications,8-9,False
STU001929,Female,MCA,Computer Applications,7-8,True
STU001930,Male,B.Tech,Information Technology,8-9,False
STU001931,Male,M.Tech,Data Science,8-9,False
STU001932,Male,M.Tech,VLSI,9+,False
STU001933,Female,MCA,Computer Applications,7-8,True
STU001934,Female,MCA,Computer Applications,7-8,True
STU001935,Female,M.Tech,Data Science,7-8,True
STU001936,Male,B.Tech,Computer Science,8-9,False
STU001937,Male,MCA,Computer Applications,<7,False
STU001938,Male,B.Tech,Computer Science,9+,False
STU001939,Female,MBA,Operations,7-8,True
STU001940,Male,MBA,Finance,7-8,False
STU001941,Male,M.Tech,Computer Science,8-9,False
STU001942,Female,B.Tech,Information Technology,<7,False
STU001943,Male,MCA,Computer Applications,8-9,False
STU001944,Male,B.Tech,Mechanical,<7,False
STU001945,Female,B.Tech,Civil,9+,False
STU001946,Male,MBA,Marketing,7-8,False
STU001947,Male,MCA,Computer Applications,8-9,False
STU001948,Female,MBA,Finance,8-9,True
STU001949,Male,MBA,Finance,7-8,True
STU001950,Female,B.Tech,Information Technology,9+,True
STU001951,Male,MBA,Operations,<7,False
STU001952,Male,MCA,Computer Applications,7-8,False
STU001953,Male,MCA,Computer Applications,7-8,False
STU001954,Male,B.Tech,Computer Science,<7,True
STU001955,Male,B.Tech,Mechanical,7-8,False
STU001956,Female,MCA,Computer Applications,7-8,False
STU001957,Male,B.Tech,Mechanical,7-8,False
STU001958,Male,B.Tech,Mechanical,7-8,True
STU001959,Female,MBA,Marketing,8-9,True
STU001960,Female,B.Tech,Electronics,7-8,False
STU001961,Male,B.Tech,Electronics,7-8,False
STU001962,Female,M.Tech,Data Science,9+,False
STU001963,Male,M.Tech,Data Science,7-8,False
STU001964,Male,MCA,Computer Applications,8-9,True
STU001965,Male,M.Tech,VLSI,9+,True
STU001966,Male,B.Tech,Electronics,8-9,False
STU001967,Male,MCA,Computer Applications,7-8,False
STU001968,Female,B.Tech,Electronics,7-8,False
STU001969,Male,M.Tech,VLSI,7-8,True
STU001970,Male,M.Tech,Data Science,8-9,True
STU001971,Male,MBA,Operations,7-8,True
STU001972,Female,MCA,Computer Applications,7-8,False
STU001973,Female,MBA,Finance,8-9,False
STU001974,Male,MBA,Finance,8-9,False
STU001975,Male,M.Tech,Computer Science,9+,False
STU001976,Female,M.Tech,VLSI,7-8,False
STU001977,Male,M.Tech,Computer Science,8-9,False
STU001978,Female,B.Tech,Information Technology,7-8,False
STU001979,Male,MCA,Computer Applications,7-8,True
STU001980,Male,MCA,Computer Applications,<7,False
STU001981,Male,MBA,Marketing,8-9,False
STU001982,Male,B.Tech,Computer Science,8-9,False
STU001983,Male,MCA,Computer Applications,8-9,False
STU001984,Male,M.Tech,Data Science,8-9,False
STU001985,Male,MBA,Operations,7-8,False
STU001986,Female,MCA,Computer Applications,7-8,True
STU001987,Male,B.Tech,Information Technology,9+,False
STU001988,Female,M.Tech,VLSI,9+,False
STU001989,Female,M.Tech,Data Science,7-8,False
STU001990,Male,B.Tech,Civil,7-8,False
STU001991,Female,MCA,Computer Applications,<7,True
STU001992,Male,MCA,Computer Applications,9+,False
STU001993,Male,MCA,Computer Applications,9+,False
STU001994,Female,MBA,Marketing,9+,False
STU001995,Male,MBA,Operations,8-9,False
STU001996,Male,MBA,Operations,7-8,False
STU001997,Male,B.Tech,Civil,<7,False
STU001998,Male,B.Tech,Civil,7-8,False
STU001999,Male,MBA,Finance,7-8,False
STU002000,Male,MBA,Operations,9+,True
STU002001,Male,M.Tech,Data Science,<7,False
STU002002,Male,MCA,Computer Applications,7-8,False
STU002003,Female,M.Tech,Data Science,7-8,False
STU002004,Female,B.Tech,Computer Science,7-8,True
STU002005,Male,B.Tech,Computer Science,7-8,True
STU002006,Male,MBA,Marketing,<7,True
STU002007,Female,M.Tech,VLSI,7-8,False
STU002008,Female,MCA,Computer Applications,8-9,False
STU002009,Male,MBA,Operations,7-8,True
STU002010,Female,MCA,Computer Applications,9+,True
STU002011,Male,MCA,Computer Applications,8-9,True
STU002012,Female,MBA,Marketing,<7,True
STU002013,Male,B.Tech,Computer Science,<7,False
STU002014,Female,MCA,Computer Applications,7-8,True
STU002015,Female,MCA,Computer Applications,8-9,False
STU002016,Male,MCA,Computer Applications,8-9,False
STU002017,Female,MBA,Operations,7-8,False
STU002018,Male,MBA,Operations,9+,False
STU002019,Female,M.Tech,Data Science,8-9,True
STU002020,Female,M.Tech,Data Science,9+,False
STU002021,Male,MBA,Marketing,8-9,False
STU002022,Male,M.Tech,Computer Science,9+,True
STU002023,Female,MCA,Computer Applications,9+,True
STU002024,Female,MBA,Marketing,<7,True
STU002025,Male,M.Tech,VLSI,7-8,True
STU002026,Male,M.Tech,VLSI,8-9,True
STU002027,Male,B.Tech,Mechanical,8-9,True
STU002028,Male,M.Tech,Computer Science,7-8,False
STU002029,Female,M.Tech,VLSI,8-9,False
STU002030,Female,MBA,Finance,<7,True
STU002031,Male,M.Tech,VLSI,<7,True
STU002032,Female,MBA,Finance,8-9,False
STU002033,Female,MCA,Computer Applications,7-8,True
STU002034,Male,B.Tech,Civil,7-8,False
STU002035,Male,M.Tech,Computer Science,7-8,True
STU002036,Male,M.Tech,Computer Science,7-8,False
STU002037,Male,MCA,Computer Applications,8-9,True
STU002038,Female,M.Tech,Computer Science,7-8,True
STU002039,Female,B.Tech,Electronics,8-9,False
STU002040,Male,MBA,Marketing,8-9,False
STU002041,Female,MCA,Computer Applications,8-9,False
STU002042,Female,MBA,Operations,<7,False
STU002043,Female,MCA,Computer Applications,9+,False
STU002044,Female,MCA,Computer Applications,7-8,False
STU002045,Male,MCA,Computer Applications,8-9,False
STU002046,Female,M.Tech,Computer Science,7-8,False
STU002047,Female,MBA,Operations,8-9,True
STU002048,Female,MBA,Operations,7-8,True
STU002049,Male,MBA,Finance,7-8,False
STU002050,Female,B.Tech,Computer Science,7-8,False
STU002051,Female,M.Tech,Computer Science,9+,True
STU002052,Female,MBA,Finance,<7,False
STU002053,Male,B.Tech,Mechanical,<7,True
STU002054,Male,MCA,Computer Applications,7-8,True
STU002055,Female,B.Tech,Information Technology,8-9,False
STU002056,Male,B.Tech,Electronics,7-8,True
STU002057,Male,B.Tech,Mechanical,7-8,False
STU002058,Male,B.Tech,Civil,7-8,False
STU002059,Male,MBA,Operations,8-9,False
STU002060,Male,M.Tech,VLSI,7-8,False
STU002061,Male,MBA,Marketing,7-8,True
STU002062,Male,M.Tech,VLSI,7-8,False
STU002063,Male,MCA,Computer Applications,8-9,True
STU002064,Male,MCA,Computer Applications,7-8,True
STU002065,Female,MCA,Computer Applications,8-9,False
STU002066,Male,MCA,Computer Applications,9+,False
STU002067,Female,MBA,Operations,7-8,False
STU002068,Female,M.Tech,VLSI,9+,True
STU002069,Male,M.Tech,VLSI,8-9,False
STU002070,Male,MBA,Marketing,8-9,True
STU002071,Female,MCA,Computer Applications,7-8,True
STU002072,Female,MBA,Finance,<7,False
STU002073,Male,M.Tech,VLSI,8-9,False
STU002074,Female,B.Tech,Computer Science,8-9,True
STU002075,Male,MBA,Operations,7-8,False
STU002076,Female,MBA,Marketing,8-9,False
STU002077,Female,M.Tech,Computer Science,<7,False
STU002078,Male,M.Tech,Computer Science,9+,False
STU002079,Female,M.Tech,VLSI,7-8,False
STU002080,Female,MCA,Computer Applications,7-8,True
STU002081,Female,MBA,Marketing,7-8,False
STU002082,Male,M.Tech,Data Science,7-8,True
STU002083,Male,B.Tech,Computer Science,7-8,False
STU002084,Male,MBA,Marketing,7-8,False
STU002085,Male,MCA,Computer Applications,8-9,True
STU002086,Male,MCA,Computer Applications,7-8,True
STU002087,Female,M.Tech,Data Science,7-8,True
STU002088,Male,B.Tech,Electronics,7-8,False
STU002089,Female,B.Tech,Mechanical,8-9,False
STU002090,Female,M.Tech,VLSI,9+,False
STU002091,Female,MBA,Finance,8-9,True
STU002092,Female,M.Tech,Data Science,7-8,False
STU002093,Male,B.Tech,Mechanical,8-9,False
STU002094,Female,B.Tech,Information Technology,8-9,True
STU002095,Male,B.Tech,Civil,8-9,True
STU002096,Male,MBA,Finance,9+,False
STU002097,Male,MBA,Operations,7-8,False
STU002098,Male,M.Tech,Computer Science,7-8,False
STU002099,Male,MBA,Marketing,7-8,True
STU002100,Male,MBA,Finance,8-9,False
STU002101,Male,MCA,Computer Applications,7-8,True
STU002102,Male,MCA,Computer Applications,7-8,False
STU002103,Male,MCA,Computer Applications,7-8,True
STU002104,Male,M.Tech,Computer Science,7-8,True
STU002105,Female,MBA,Marketing,7-8,False
STU002106,Female,M.Tech,VLSI,<7,True
