student_code,skill_name
STU001240,Kubernetes
STU001240,Power BI
STU001243,Go
STU001243,Statistics
STU001243,Problem Solving
STU001243,Power BI
STU001243,Node.js
STU001243,NLP
STU001244,React
STU001244,Kubernetes
STU001244,Machine Learning
STU001244,Docker
STU001244,NLP
STU001245,Financial Modeling
STU001245,SQL
STU001245,Excel
STU001245,Spark
STU001245,Tableau
STU001245,React
STU001246,Node.js
STU001246,System Design
STU001246,Docker
STU001252,Statistics
STU001252,SQL
STU001252,Deep Learning
STU001252,JavaScript
STU001252,Kubernetes
STU001254,Go
STU001254,Node.js
STU001254,Docker
STU001254,Python
STU001254,React
STU001256,Communication
STU001256,Financial Modeling
STU001256,Go
STU001256,Docker
STU001256,JavaScript
STU001256,Python
STU001257,Docker
STU001257,Deep Learning
STU001257,C++
STU001257,Python
STU001257,JavaScript
STU001257,SQL
STU001258,React
STU001258,Statistics
STU001258,Kubernetes
STU001259,NLP
STU001259,Financial Modeling
STU001259,Statistics
STU001264,C++
STU001264,System Design
STU001264,React
STU001264,JavaScript
STU001264,Go
STU001264,Docker
STU001265,Node.js
STU001265,AWS
STU001265,React
STU001265,Python
STU001265,Communication
STU001265,JavaScript
STU001267,Java
STU001267,NLP
STU001267,Azure
STU001267,Python
STU001268,Problem Solving
STU001268,System Design
STU001268,NLP
STU001268,Deep Learning
STU001268,Data Visualization
STU001268,AWS
STU001269,SQL
STU001269,Communication
STU001269,AWS
STU001269,Azure
STU001269,Go
STU001269,Spark
STU001272,Problem Solving
STU001272,AWS
STU001272,Statistics
STU001276,Java
STU001276,React
STU001276,AWS
STU001276,Financial Modeling
STU001276,Kubernetes
STU001276,System Design
STU001277,Communication
STU001277,Docker
STU001277,Data Visualization
STU001278,AWS
STU001278,Go
STU001278,JavaScript
STU001278,Node.js
STU001278,Kubernetes
STU001279,Deep Learning
STU001279,NLP
STU001279,Spark
STU001279,JavaScript
STU001279,Communication
STU001282,Python
STU001282,Machine Learning
STU001282,Excel
STU001282,JavaScript
STU001282,Power BI
STU001283,Kubernetes
STU001283,AWS
STU001283,Node.js
STU001283,React
STU001283,Data Visualization
STU001283,Java
STU001284,Go
STU001284,AWS
STU001284,Python
STU001284,Java
STU001285,Python
STU001285,Go
STU001285,Azure
STU001286,Go
STU001286,Excel
STU001286,C++
STU001286,NLP
STU001287,Statistics
STU001287,Kubernetes
STU001287,Java
STU001287,JavaScript
STU001287,AWS
STU001288,Node.js
STU001288,Python
STU001288,Deep Learning
STU001289,Go
STU001289,Java
STU001289,Machine Learning
STU001289,JavaScript
STU001289,Problem Solving
STU001289,Spark
STU001291,React
STU001291,Go
STU001291,System Design
STU001291,Data Visualization
STU001291,Python
STU001292,Docker
STU001292,Go
STU001292,Communication
STU001293,Python
STU001293,Spark
STU001293,Go
STU001293,Node.js
STU001293,Power BI
STU001293,AWS
STU001295,Docker
STU001295,Python
STU001295,Financial Modeling
STU001295,Java
STU001296,C++
STU001296,Azure
STU001296,Problem Solving
STU001296,Machine Learning
STU001296,Financial Modeling
STU001297,React
STU001297,Go
STU001297,Python
STU001298,C++
STU001298,Machine Learning
STU001298,Docker
STU001298,Go
STU001298,Node.js
STU001298,Data Visualization
STU001300,Go
STU001300,NLP
STU001300,Docker
STU001300,Azure
STU001300,Power BI
STU001303,Python
STU001303,Node.js
STU001303,JavaScript
STU001303,Statistics
STU001303,NLP
STU001303,React
STU001306,C++
STU001306,React
STU001306,Spark
STU001306,Data Visualization
STU001310,Spark
STU001310,Financial Modeling
STU001310,Node.js
STU001310,C++
STU001310,JavaScript
STU001311,Excel
STU001311,Java
STU001311,Statistics
STU001314,Azure
STU001314,Spark
STU001314,React
STU001314,Docker
STU001314,Machine Learning
STU001314,C++
STU001316,Statistics
STU001316,Excel
STU001316,Go
STU001317,AWS
STU001317,Communication
STU001317,Deep Learning
STU001317,Financial Modeling
STU001318,Problem Solving
STU001318,SQL
STU001318,Spark
STU001319,Data Visualization
STU001319,Spark
STU001319,Machine Learning
STU001319,Python
STU001319,React
STU001319,Kubernetes
STU001320,Communication
STU001320,Deep Learning
STU001320,System Design
STU001321,JavaScript
STU001321,NLP
STU001321,Java
STU001321,Data Visualization
STU001321,C++
STU001321,Tableau
STU001323,Power BI
STU001323,Tableau
STU001323,Data Visualization
STU001323,React
STU001323,Kubernetes
STU001323,SQL
STU001324,Problem Solving
STU001324,Python
STU001324,Docker
STU001324,Kubernetes
STU001324,Excel
STU001329,Data Visualization
STU001329,Kubernetes
STU001329,Statistics
STU001330,Kubernetes
STU001330,Go
STU001330,C++
STU001330,Tableau
STU001331,System Design
STU001331,Power BI
STU001331,Docker
STU001331,Data Visualization
STU001331,Go
STU001331,Excel
STU001334,Problem Solving
STU001334,JavaScript
STU001334,React
STU001334,Financial Modeling
STU001334,Data Visualization
STU001334,Tableau
STU001335,NLP
STU001335,Excel
STU001335,Deep Learning
STU001335,Spark
STU001338,Financial Modeling
STU001338,Data Visualization
STU001338,NLP
STU001338,Problem Solving
STU001338,Spark
STU001338,Azure
STU001339,Spark
STU001339,Statistics
STU001339,Deep Learning
STU001339,Communication
STU001339,NLP
STU001339,Go
STU001340,NLP
STU001340,Excel
STU001340,JavaScript
STU001340,Go
STU001340,Power BI
STU001345,SQL
STU001345,NLP
STU001345,Azure
STU001346,C++
STU001346,Azure
STU001346,Machine Learning
STU001346,Power BI
STU001346,JavaScript
STU001347,Communication
STU001347,Data Visualization
STU001347,System Design
STU001347,Machine Learning
STU001348,Azure
STU001348,Financial Modeling
STU001348,Node.js
STU001350,Financial Modeling
STU001350,AWS
STU001350,Statistics
STU001350,Problem Solving
STU001350,Communication
STU001352,React
STU001352,JavaScript
STU001352,AWS
STU001352,System Design
STU001352,Problem Solving
STU001352,Go
STU001354,Tableau
STU001354,C++
STU001354,SQL
STU001355,Azure
STU001355,Python
STU001355,Tableau
STU001356,Kubernetes
STU001356,SQL
STU001356,Statistics
STU001357,Deep Learning
STU001357,Problem Solving
STU001357,Communication
STU001357,Statistics
STU001357,Excel
STU001358,Data Visualization
STU001358,AWS
STU001358,Tableau
STU001361,React
STU001361,Deep Learning
STU001361,Azure
STU001361,Machine Learning
STU001361,Data Visualization
STU001361,Node.js
STU001363,Financial Modeling
STU001363,Machine Learning
STU001363,Docker
STU001364,C++
STU001364,Docker
STU001364,System Design
STU001364,Problem Solving
STU001365,JavaScript
STU001365,Azure
STU001365,Financial Modeling
STU001365,Kubernetes
STU001366,C++
STU001366,Java
STU001366,Data Visualization
STU001366,Excel
STU001369,React
STU001369,Financial Modeling
STU001369,Python
STU001369,Kubernetes
STU001369,Machine Learning
STU001369,Power BI
STU001372,Kubernetes
STU001372,Java
STU001372,Azure
STU001374,Azure
STU001374,Docker
STU001374,Tableau
STU001374,Statistics
STU001374,Kubernetes
STU001378,Power BI
STU001378,Excel
STU001378,Financial Modeling
STU001378,Data Visualization
STU001378,System Design
STU001379,Azure
STU001379,Tableau
STU001379,Python
STU001379,Financial Modeling
STU001381,AWS
STU001381,C++
STU001381,Node.js
STU001382,AWS
STU001382,Statistics
STU001382,Excel
STU001382,Problem Solving
STU001382,Power BI
STU001382,System Design
STU001383,Data Visualization
STU001383,Java
STU001383,Python
STU001384,Go
STU001384,Machine Learning
STU001384,C++
STU001384,Node.js
STU001384,Kubernetes
STU001385,Kubernetes
STU001385,Problem Solving
STU001385,C++
STU001385,Python
STU001387,Deep Learning
STU001387,React
STU001387,Azure
STU001387,AWS
STU001387,Spark
STU001387,JavaScript
STU001388,JavaScript
STU001388,React
STU001388,Power BI
STU001389,Python
STU001389,React
STU001389,C++
STU001389,Statistics
STU001389,Node.js
STU001389,Go
STU001390,Docker
STU001390,Kubernetes
STU001390,Statistics
STU001391,SQL
STU001391,NLP
STU001391,Communication
STU001391,Kubernetes
STU001391,Docker
STU001394,Java
STU001394,Tableau
STU001394,Python
STU001396,Communication
STU001396,Azure
STU001396,React
STU001398,JavaScript
STU001398,Node.js
STU001398,Python
STU001398,Financial Modeling
STU001401,JavaScript
STU001401,Excel
STU001401,Problem Solving
STU001401,Deep Learning
STU001401,NLP
STU001401,System Design
STU001408,Excel
STU001408,System Design
STU001408,C++
STU001408,Node.js
STU001410,System Design
STU001410,JavaScript
STU001410,Data Visualization
STU001410,Financial Modeling
STU001413,JavaScript
STU001413,Data Visualization
STU001413,System Design
STU001413,Azure
STU001416,JavaScript
STU001416,React
STU001416,C++
STU001416,NLP
STU001419,Go
STU001419,Power BI
STU001419,Python
STU001419,Communication
STU001419,JavaScript
STU001419,Tableau
STU001420,Statistics
STU001420,Excel
STU001420,JavaScript
STU001420,Deep Learning
STU001420,Python
STU001421,Data Visualization
STU001421,Excel
STU001421,Docker
STU001421,Deep Learning
STU001421,Statistics
STU001425,Communication
STU001425,Data Visualization
STU001425,NLP
STU001425,Docker
STU001426,Excel
STU001426,Python
STU001426,AWS
STU001426,Java
STU001427,Kubernetes
STU001427,Java
STU001427,Node.js
STU001427,Data Visualization
STU001427,Power BI
STU001428,Statistics
STU001428,Power BI
STU001428,Kubernetes
STU001428,Machine Learning
STU001428,Communication
STU001428,NLP
STU001429,JavaScript
STU001429,AWS
STU001429,Problem Solving
STU001429,React
STU001429,Financial Modeling
STU001429,NLP
STU001432,Tableau
STU001432,Financial Modeling
STU001432,Problem Solving
STU001432,Power BI
STU001433,Data Visualization
STU001433,React
STU001433,Azure
STU001434,Spark
STU001434,Excel
STU001434,Financial Modeling
STU001434,AWS
STU001434,SQL
STU001434,Python
STU001436,Excel
STU001436,Tableau
STU001436,React
STU001436,JavaScript
STU001436,Python
STU001437,Machine Learning
STU001437,System Design
STU001437,Node.js
STU001437,Power BI
STU001437,AWS
STU001438,Azure
STU001438,System Design
STU001438,Docker
STU001439,Java
STU001439,SQL
STU001439,AWS
STU001439,Power BI
STU001439,React
STU001440,Problem Solving
STU001440,Communication
STU001440,React
STU001440,Docker
STU001440,JavaScript
STU001440,Kubernetes
STU001443,Docker
STU001443,Communication
STU001443,Java
STU001443,Problem Solving
STU001443,Machine Learning
STU001446,Problem Solving
STU001446,Java
STU001446,NLP
STU001446,System Design
STU001446,Communication
STU001447,JavaScript
STU001447,NLP
STU001447,React
STU001447,Tableau
STU001449,Statistics
STU001449,Spark
STU001449,Go
STU001449,Docker
STU001449,JavaScript
STU001449,System Design
STU001450,C++
STU001450,AWS
STU001450,React
STU001451,Kubernetes
STU001451,Go
STU001451,Communication
STU001451,Azure
STU001451,JavaScript
STU001451,Statistics
STU001453,Financial Modeling
STU001453,Statistics
STU001453,Data Visualization
STU001453,NLP
STU001453,Node.js
STU001453,JavaScript
STU001455,C++
STU001455,Node.js
STU001455,AWS
STU001456,Python
STU001456,Excel
STU001456,Problem Solving
STU001456,Machine Learning
STU001456,Communication
STU001456,Power BI
STU001457,Excel
STU001457,Power BI
STU001457,System Design
STU001458,Spark
STU001458,Problem Solving
STU001458,Python
STU001460,AWS
STU001460,Machine Learning
STU001460,Deep Learning
STU001461,Kubernetes
STU001461,Deep Learning
STU001461,Node.js
STU001461,System Design
STU001461,Docker
STU001461,Financial Modeling
STU001470,Deep Learning
STU001470,SQL
STU001470,Spark
STU001470,Node.js
STU001470,Machine Learning
STU001471,Node.js
STU001471,Python
STU001471,Java
STU001471,React
STU001478,Problem Solving
STU001478,System Design
STU001478,NLP
STU001478,Azure
STU001478,Spark
STU001479,C++
STU001479,Machine Learning
STU001479,NLP
STU001479,Communication
STU001480,Statistics
STU001480,C++
STU001480,Excel
STU001481,Node.js
STU001481,Kubernetes
STU001481,Financial Modeling
STU001482,AWS
STU001482,Power BI
STU001482,Financial Modeling
STU001482,Machine Learning
STU001482,Kubernetes
STU001482,NLP
STU001483,Kubernetes
STU001483,Go
STU001483,AWS
STU001484,Spark
STU001484,Deep Learning
STU001484,Java
STU001484,Kubernetes
STU001484,NLP
STU001485,Go
STU001485,React
STU001485,JavaScript
STU001485,Node.js
STU001486,Statistics
STU001486,Node.js
STU001486,Communication
STU001486,Tableau
STU001486,React
STU001487,Python
STU001487,Docker
STU001487,Machine Learning
STU001487,Problem Solving
STU001488,Power BI
STU001488,Tableau
STU001488,Financial Modeling
STU001488,React
STU001490,System Design
STU001490,Kubernetes
STU001490,Financial Modeling
STU001490,Excel
STU001490,Go
STU001490,Java
STU001491,SQL
STU001491,Spark
STU001491,Statistics
STU001491,Tableau
STU001491,JavaScript
STU001492,System Design
STU001492,Docker
STU001492,Kubernetes
STU001492,Python
STU001492,Node.js
STU001493,Tableau
STU001493,Power BI
STU001493,Problem Solving
STU001493,JavaScript
STU001493,React
STU001496,C++
STU001496,AWS
STU001496,NLP
STU001496,JavaScript
STU001501,Go
STU001501,C++
STU001501,AWS
STU001501,Data Visualization
STU001501,Communication
STU001502,Spark
STU001502,Communication
STU001502,Node.js
STU001502,Kubernetes
STU001503,JavaScript
STU001503,Statistics
STU001503,AWS
STU001503,Go
STU001503,Node.js
STU001503,Tableau
STU001509,Tableau
STU001509,Problem Solving
STU001509,Azure
STU001509,SQL
STU001509,Go
STU001509,JavaScript
STU001510,AWS
STU001510,JavaScript
STU001510,React
STU001510,Problem Solving
STU001510,Deep Learning
STU001511,Docker
STU001511,Financial Modeling
STU001511,Communication
STU001513,NLP
STU001513,Kubernetes
STU001513,Statistics
STU001513,C++
STU001513,JavaScript
STU001513,Node.js
STU001514,Communication
STU001514,Azure
STU001514,SQL
STU001515,Python
STU001515,C++
STU001515,Tableau
STU001515,JavaScript
STU001515,AWS
STU001517,Data Visualization
STU001517,Go
STU001517,Financial Modeling
STU001517,JavaScript
STU001518,Docker
STU001518,Azure
STU001518,Go
STU001518,NLP
STU001518,React
STU001523,Data Visualization
STU001523,Spark
STU001523,C++
STU001523,Deep Learning
STU001523,Problem Solving
STU001523,JavaScript
STU001525,Java
STU001525,AWS
STU001525,System Design
STU001525,React
STU001525,NLP
STU001525,SQL
STU001526,Excel
STU001526,Node.js
STU001526,Azure
STU001526,Python
STU001526,JavaScript
STU001528,React
STU001528,NLP
STU001528,Azure
STU001528,Kubernetes
STU001528,Statistics
STU001528,Tableau
STU001529,Problem Solving
STU001529,Docker
STU001529,Java
STU001529,AWS
STU001532,Azure
STU001532,Communication
STU001532,Go
STU001535,NLP
STU001535,Data Visualization
STU001535,C++
STU001535,Financial Modeling
STU001536,System Design
STU001536,Data Visualization
STU001536,Azure
STU001536,Docker
STU001536,React
STU001536,Kubernetes
STU001537,JavaScript
STU001537,System Design
STU001537,Node.js
STU001537,SQL
STU001537,Excel
STU001537,Python
STU001539,Node.js
STU001539,Java
STU001539,AWS
STU001539,JavaScript
STU001539,Docker
STU001539,C++
STU001540,System Design
STU001540,Go
STU001540,Docker
STU001540,Communication
STU001541,Deep Learning
STU001541,AWS
STU001541,SQL
STU001541,Kubernetes
STU001544,Problem Solving
STU001544,Tableau
STU001544,Kubernetes
STU001544,Python
STU001545,AWS
STU001545,Docker
STU001545,Machine Learning
STU001545,Go
STU001547,Data Visualization
STU001547,React
STU001547,Kubernetes
STU001547,Go
STU001547,C++
STU001547,Statistics
STU001548,Node.js
STU001548,JavaScript
STU001548,Go
STU001548,NLP
STU001548,Azure
STU001548,Docker
STU001549,System Design
STU001549,Kubernetes
STU001549,Financial Modeling
STU001549,Node.js
STU001549,Problem Solving
STU001549,AWS
STU001550,Financial Modeling
STU001550,C++
STU001550,Node.js
STU001550,Tableau
STU001550,Kubernetes
STU001550,Go
STU001551,Financial Modeling
STU001551,Statistics
STU001551,JavaScript
STU001551,Java
STU001551,Data Visualization
STU001551,Communication
STU001553,NLP
STU001553,Tableau
STU001553,Java
STU001553,AWS
STU001553,Excel
STU001554,SQL
STU001554,Tableau
STU001554,Spark
STU001555,Kubernetes
STU001555,Deep Learning
STU001555,Communication
STU001557,React
STU001557,JavaScript
STU001557,Deep Learning
STU001557,Azure
STU001557,Problem Solving
STU001559,Deep Learning
STU001559,Excel
STU001559,Data Visualization
STU001559,Power BI
STU001560,Node.js
STU001560,React
STU001560,Machine Learning
STU001560,Python
STU001561,Java
STU001561,Problem Solving
STU001561,NLP
STU001562,Power BI
STU001562,Python
STU001562,Kubernetes
STU001562,Communication
STU001563,Financial Modeling
STU001563,System Design
STU001563,Machine Learning
STU001568,Statistics
STU001568,Machine Learning
STU001568,System Design
STU001568,C++
STU001568,Spark
STU001570,Deep Learning
STU001570,Spark
STU001570,Data Visualization
STU001574,Excel
STU001574,Java
STU001574,Data Visualization
STU001574,NLP
STU001575,React
STU001575,NLP
STU001575,Java
STU001575,Statistics
STU001575,Problem Solving
STU001575,C++
STU001576,Financial Modeling
STU001576,React
STU001576,Spark
STU001576,Excel
STU001576,Communication
STU001576,Node.js
STU001578,Deep Learning
STU001578,Node.js
STU001578,Azure
STU001578,Data Visualization
STU001578,Problem Solving
STU001579,Data Visualization
STU001579,React
STU001579,Tableau
STU001579,Kubernetes
STU001580,Python
STU001580,Kubernetes
STU001580,Go
STU001580,NLP
STU001580,Machine Learning
STU001581,SQL
STU001581,Statistics
STU001581,Tableau
STU001583,Docker
STU001583,Tableau
STU001583,Spark
STU001583,Node.js
STU001583,Data Visualization
STU001584,Go
STU001584,System Design
STU001584,SQL
STU001584,Excel
STU001584,Java
STU001585,SQL
STU001585,Go
STU001585,NLP
STU001585,JavaScript
STU001586,Azure
STU001586,Go
STU001586,Java
STU001586,System Design
STU001587,System Design
STU001587,JavaScript
STU001587,Java
STU001589,Deep Learning
STU001589,Kubernetes
STU001589,Problem Solving
STU001589,System Design
STU001590,React
STU001590,Node.js
STU001590,Azure
STU001590,Machine Learning
STU001591,Spark
STU001591,NLP
STU001591,Python
STU001591,Problem Solving
STU001592,React
STU001592,Communication
STU001592,Kubernetes
STU001592,Azure
STU001592,Power BI
STU001592,Java
STU001594,Python
STU001594,Spark
STU001594,Node.js
STU001594,JavaScript
STU001594,C++
STU001598,NLP
STU001598,Java
STU001598,System Design
STU001598,Kubernetes
STU001598,Python
STU001598,React
STU001599,System Design
STU001599,Financial Modeling
STU001599,Power BI
STU001599,Deep Learning
STU001599,Problem Solving
STU001599,AWS
STU001600,JavaScript
STU001600,Machine Learning
STU001600,Docker
STU001601,React
STU001601,Kubernetes
STU001601,Go
STU001601,Problem Solving
STU001602,NLP
STU001602,C++
STU001602,Kubernetes
STU001602,Tableau
STU001602,Go
STU001602,Data Visualization
STU001603,Excel
STU001603,System Design
STU001603,C++
STU001603,Go
STU001603,Kubernetes
STU001606,Go
STU001606,Kubernetes
STU001606,Financial Modeling
STU001607,Docker
STU001607,Kubernetes
STU001607,Java
STU001607,Problem Solving
STU001608,JavaScript
STU001608,React
STU001608,C++
STU001612,Kubernetes
STU001612,Docker
STU001612,AWS
STU001614,Python
STU001614,Node.js
STU001614,Tableau
STU001615,JavaScript
STU001615,Communication
STU001615,React
STU001615,Data Visualization
STU001615,C++
STU001616,Problem Solving
STU001616,System Design
STU001616,SQL
STU001616,NLP
STU001618,Data Visualization
STU001618,NLP
STU001618,Statistics
STU001618,C++
STU001618,JavaScript
STU001618,Kubernetes
STU001619,NLP
STU001619,System Design
STU001619,Communication
STU001620,Statistics
STU001620,C++
STU001620,Problem Solving
STU001620,Communication
STU001620,System Design
STU001621,Python
STU001621,NLP
STU001621,Go
STU001622,Azure
STU001622,Excel
STU001622,Python
STU001622,Communication
STU001622,Docker
STU001624,Azure
STU001624,AWS
STU001624,Data Visualization
STU001624,Financial Modeling
STU001626,Go
STU001626,System Design
STU001626,Kubernetes
STU001626,Tableau
STU001626,Financial Modeling
STU001626,Azure
STU001629,JavaScript
STU001629,C++
STU001629,Java
STU001630,Financial Modeling
STU001630,Power BI
STU001630,Kubernetes
STU001636,Python
STU001636,Financial Modeling
STU001636,Tableau
STU001636,SQL
STU001637,Power BI
STU001637,Excel
STU001637,Kubernetes
STU001639,Deep Learning
STU001639,SQL
STU001639,Statistics
STU001639,Python
STU001639,C++
STU001639,Excel
STU001642,React
STU001642,Machine Learning
STU001642,C++
STU001643,Java
STU001643,C++
STU001643,Python
STU001643,React
STU001643,SQL
STU001643,Machine Learning
STU001644,Node.js
STU001644,React
STU001644,Go
STU001646,System Design
STU001646,Communication
STU001646,AWS
STU001646,NLP
STU001646,Azure
STU001646,Kubernetes
STU001647,Spark
STU001647,NLP
STU001647,Data Visualization
STU001647,Docker
STU001647,Machine Learning
STU001648,NLP
STU001648,JavaScript
STU001648,Machine Learning
STU001650,Node.js
STU001650,Go
STU001650,Problem Solving
STU001651,Kubernetes
STU001651,Java
STU001651,Communication
STU001653,Statistics
STU001653,Spark
STU001653,Azure
STU001653,SQL
STU001654,Statistics
STU001654,Python
STU001654,React
STU001654,Communication
STU001654,NLP
STU001655,Data Visualization
STU001655,React
STU001655,Go
STU001658,Spark
STU001658,React
STU001658,JavaScript
STU001659,NLP
STU001659,SQL
STU001659,Problem Solving
STU001660,SQL
STU001660,Power BI
STU001660,Python
STU001660,Spark
STU001661,JavaScript
STU001661,SQL
STU001661,Problem Solving
STU001661,Machine Learning
STU001661,Java
STU001662,Kubernetes
STU001662,Go
STU001662,Tableau
STU001663,Machine Learning
STU001663,Spark
STU001663,Data Visualization
STU001664,NLP
STU001664,JavaScript
STU001664,Excel
STU001665,Communication
STU001665,AWS
STU001665,Java
STU001665,Go
STU001668,Machine Learning
STU001668,Azure
STU001668,JavaScript
STU001669,Spark
STU001669,Azure
STU001669,Tableau
STU001669,Docker
STU001669,Communication
STU001670,C++
STU001670,Kubernetes
STU001670,Data Visualization
STU001670,Deep Learning
STU001673,Problem Solving
STU001673,Communication
STU001673,Data Visualization
STU001674,Azure
STU001674,C++
STU001674,Kubernetes
STU001674,Communication
STU001674,Statistics
STU001675,Azure
STU001675,Python
STU001675,NLP
STU001676,JavaScript
STU001676,Statistics
STU001676,Java
STU001676,Machine Learning
STU001677,Deep Learning
STU001677,Azure
STU001677,JavaScript
STU001679,Financial Modeling
STU001679,Problem Solving
STU001679,Docker
STU001679,Power BI
STU001679,Excel
STU001681,Kubernetes
STU001681,SQL
STU001681,Financial Modeling
STU001681,Tableau
STU001682,Excel
STU001682,Deep Learning
STU001682,Problem Solving
STU001682,Financial Modeling
STU001685,Data Visualization
STU001685,Kubernetes
STU001685,SQL
STU001685,Statistics
STU001685,Power BI
STU001685,Docker
STU001687,Go
STU001687,System Design
STU001687,Node.js
STU001687,Communication
STU001687,React
STU001689,Python
STU001689,SQL
STU001689,Data Visualization
STU001689,Node.js
STU001689,Excel
STU001690,NLP
STU001690,AWS
STU001690,Azure
STU001690,Go
STU001693,Communication
STU001693,AWS
STU001693,Azure
STU001695,Kubernetes
STU001695,Python
STU001695,C++
STU001695,Spark
STU001695,Data Visualization
STU001696,Azure
STU001696,Node.js
STU001696,System Design
STU001698,Node.js
STU001698,Deep Learning
STU001698,Python
STU001698,React
STU001698,System Design
STU001698,Go
STU001699,Data Visualization
STU001699,Spark
STU001699,System Design
STU001699,AWS
STU001699,Statistics
STU001700,System Design
STU001700,Azure
STU001700,Power BI
STU001701,React
STU001701,Kubernetes
STU001701,NLP
STU001701,JavaScript
STU001701,Docker
STU001703,Go
STU001703,Excel
STU001703,Machine Learning
STU001703,Node.js
STU001703,Communication
STU001704,Power BI
STU001704,Python
STU001704,Kubernetes
STU001704,Go
STU001704,Deep Learning
STU001704,Spark
STU001706,Statistics
STU001706,Communication
STU001706,Data Visualization
STU001706,Go
STU001706,NLP
STU001706,Python
STU001709,Excel
STU001709,Tableau
STU001709,React
STU001709,Docker
STU001709,Azure
STU001710,AWS
STU001710,Kubernetes
STU001710,Data Visualization
STU001710,C++
STU001710,Spark
STU001713,C++
STU001713,System Design
STU001713,Node.js
STU001713,Azure
STU001715,Kubernetes
STU001715,Docker
STU001715,Python
STU001715,Azure
STU001715,AWS
STU001717,Machine Learning
STU001717,Communication
STU001717,Python
STU001717,Azure
STU001717,Java
STU001719,Excel
STU001719,Power BI
STU001719,Deep Learning
STU001719,Problem Solving
STU001720,JavaScript
STU001720,C++
STU001720,System Design
STU001720,Java
STU001720,Go
STU001720,React
STU001721,Kubernetes
STU001721,Financial Modeling
STU001721,Problem Solving
STU001721,NLP
STU001724,AWS
STU001724,JavaScript
STU001724,Java
STU001724,Azure
STU001725,JavaScript
STU001725,Node.js
STU001725,Tableau
STU001725,C++
STU001726,C++
STU001726,Kubernetes
STU001726,Machine Learning
STU001726,Financial Modeling
STU001726,Communication
STU001726,Data Visualization
STU001727,JavaScript
STU001727,Power BI
STU001727,React
STU001729,AWS
STU001729,Power BI
STU001729,Deep Learning
STU001729,Data Visualization
STU001730,NLP
STU001730,React
STU001730,Machine Learning
STU001730,Data Visualization
STU001731,Java
STU001731,Data Visualization
STU001731,Machine Learning
STU001731,Statistics
STU001731,Kubernetes
STU001731,Tableau
STU001733,C++
STU001733,Tableau
STU001733,Python
STU001733,SQL
STU001733,Machine Learning
STU001733,Data Visualization
STU001734,Go
STU001734,Azure
STU001734,Communication
STU001734,Machine Learning
STU001736,System Design
STU001736,React
STU001736,Docker
STU001736,Go
STU001736,Python
STU001736,NLP
STU001737,Machine Learning
STU001737,Java
STU001737,SQL
STU001737,Azure
STU001738,Data Visualization
STU001738,Go
STU001738,Deep Learning
STU001738,C++
STU001738,SQL
STU001738,Statistics
STU001739,JavaScript
STU001739,Deep Learning
STU001739,Kubernetes
STU001739,Machine Learning
STU001739,Python
STU001742,SQL
STU001742,Python
STU001742,NLP
STU001744,Excel
STU001744,NLP
STU001744,Docker
STU001745,React
STU001745,SQL
STU001745,Problem Solving
STU001745,Python
STU001745,AWS
STU001745,Excel
STU001748,Go
STU001748,Machine Learning
STU001748,JavaScript
STU001748,Python
STU001748,Docker
STU001749,AWS
STU001749,Financial Modeling
STU001749,SQL
STU001749,Kubernetes
STU001749,Azure
STU001749,Node.js
STU001751,NLP
STU001751,Communication
STU001751,Node.js
STU001751,Deep Learning
STU001754,System Design
STU001754,Python
STU001754,Azure
STU001754,Go
STU001755,Azure
STU001755,React
STU001755,System Design
STU001755,SQL
STU001757,Statistics
STU001757,Node.js
STU001757,JavaScript
STU001758,Data Visualization
STU001758,Deep Learning
STU001758,NLP
STU001760,Machine Learning
STU001760,AWS
STU001760,Docker
STU001761,Kubernetes
STU001761,Docker
STU001761,Statistics
STU001763,JavaScript
STU001763,Deep Learning
STU001763,Kubernetes
STU001763,Azure
STU001764,Deep Learning
STU001764,Excel
STU001764,System Design
STU001764,Statistics
STU001764,Python
STU001764,Financial Modeling
STU001765,Tableau
STU001765,JavaScript
STU001765,Communication
STU001765,System Design
STU001765,Node.js
STU001766,Go
STU001766,Kubernetes
STU001766,Node.js
STU001766,C++
STU001766,JavaScript
STU001772,Statistics
STU001772,Docker
STU001772,AWS
STU001774,System Design
STU001774,Java
STU001774,Machine Learning
STU001774,Communication
STU001774,AWS
STU001774,Node.js
STU001775,Python
STU001775,SQL
STU001775,Tableau
STU001778,Statistics
STU001778,AWS
STU001778,Java
STU001778,Go
STU001779,Java
STU001779,Go
STU001779,Power BI
STU001779,Tableau
STU001780,Python
STU001780,Tableau
STU001780,Docker
STU001780,Kubernetes
STU001780,NLP
STU001781,Docker
STU001781,Excel
STU001781,Financial Modeling
STU001781,Python
STU001784,Excel
STU001784,Machine Learning
STU001784,Node.js
STU001785,Machine Learning
STU001785,Communication
STU001785,Statistics
STU001785,Azure
STU001785,NLP
STU001785,Financial Modeling
STU001787,React
STU001787,Node.js
STU001787,Azure
STU001788,Deep Learning
STU001788,Problem Solving
STU001788,Python
STU001790,Machine Learning
STU001790,Spark
STU001790,Data Visualization
STU001790,Excel
STU001790,React
STU001793,Machine Learning
STU001793,SQL
STU001793,Deep Learning
STU001793,NLP
STU001793,Azure
STU001794,Excel
STU001794,Docker
STU001794,Kubernetes
STU001795,Problem Solving
STU001795,Statistics
STU001795,Machine Learning
